,latitude,longitude,surface,azim,kWp,tilt
12883,,,14,-5.0,1.84,20.0
12884,,,7,0.0,1.32,30.0
12885,,,20,0.0,3.0,40.0
12886,,,40,0.0,6.5,60.0
12887,,,16,-5.0,2.1,45.0
12888,,,15,0.0,2.52,30.0
12889,,,22,-5.0,2.99,45.0
12890,,,22,-60.0,2.99,20.0
12891,,,18,-80.0,2.59,35.0
12892,,,48,90.0,6.0,35.0
12893,,,25,0.0,3.0,40.0
12894,,,21,-50.0,2.96,45.0
12895,,,21,90.0,2.88,20.0
12896,,,16,30.0,2.45,35.0
12897,,,25,-55.0,2.97,25.0
12898,,,123,-90.0,17.39,20.0
12899,,,60,0.0,8.5,30.0
12900,,,20,45.0,3.0,15.0
12901,,,20,60.0,2.88,35.0
12902,,,17,0.0,3.0,45.0
12903,,,21,-40.0,3.0,35.0
12904,,,22,30.0,3.0,45.0
12905,,,20,45.0,2.992,40.0
12906,,,24,25.0,2.94,45.0
12907,,,29,90.0,3.04,20.0
12908,,,23,75.0,2.64,30.0
12909,,,23,-10.0,2.916,20.0
12910,,,18,0.0,2.59,25.0
12911,,,21,10.0,2.72,45.0
12912,,,21,-20.0,2.96,45.0
12913,,,21,-15.0,2.64,40.0
12914,,,22,-45.0,2.992,20.0
12915,,,23,50.0,2.88,35.0
12916,,,16,70.0,2.04,20.0
12917,,,230,10.0,33.75,15.0
12918,,,20,125.0,2.4,20.0
12919,,,20,0.0,2.8,20.0
12920,,,26,0.0,2.88,30.0
12921,,,40,90.0,6.24,40.0
12922,,,25,-5.0,3.6,15.0
12923,,,36,-40.0,6.0,15.0
12924,,,23,15.0,2.94,20.0
12925,,,20,-45.0,2.96,20.0
12926,,,20,-10.0,2.2,25.0
12927,,,21,-45.0,3.0,20.0
12928,,,20,45.0,2.82,30.0
12929,,,20,30.0,3.0,35.0
12930,,,690,30.0,90.25,15.0
12931,,,13,-90.0,2.4,20.0
12932,,,23,-90.0,2.996,50.0
12933,,,60,45.0,9.0,40.0
12934,,,21,60.0,2.88,20.0
12935,,,18,90.0,2.94,20.0
12936,,,50,45.0,7.41,15.0
12937,,,18,-45.0,2.996,30.0
12938,,,21,25.0,2.87,15.0
12939,,,23,40.0,2.96,20.0
12940,,,53,-5.0,7.7,20.0
12941,,,13,50.0,2.15,35.0
12942,,,21,85.0,2.96,20.0
12943,,,19,45.0,2.448,45.0
12944,,,21,0.0,2.94,35.0
12945,,,22,0.0,3.0,20.0
12946,,,23,180.0,3.0,35.0
12947,,,17,-25.0,2.94,20.0
12948,,,24,-5.0,4.62,45.0
12949,,,70,45.0,9.8,20.0
12950,,,21,-60.0,2.87,20.0
12951,,,30,-45.0,5.4,15.0
12952,,,20,75.0,3.0,20.0
12953,,,21,0.0,2.52,25.0
12954,,,20,-95.0,2.8,15.0
12955,,,48,90.0,6.0,15.0
12956,,,25,-15.0,3.0,45.0
12957,,,23,-45.0,2.94,50.0
12958,,,10,-5.0,1.35,15.0
12959,,,23,-15.0,2.996,45.0
12960,,,20,60.0,2.96,45.0
12961,,,24,45.0,3.0,15.0
12962,,,24,45.0,2.996,20.0
12963,,,18,-60.0,2.996,15.0
12964,,,22,90.0,2.975,30.0
12965,,,18,5.0,2.94,20.0
12966,,,23,0.0,2.94,20.0
12967,,,20,0.0,2.665,45.0
12968,,,23,30.0,2.88,45.0
12969,,,21,75.0,2.8,25.0
12970,,,230,-175.0,27.72,30.0
12971,,,20,-20.0,2.96,20.0
12972,,,32,180.0,6.0,15.0
12973,,,15,35.0,2.25,30.0
12974,,,18,45.0,2.996,20.0
12975,,,18,90.0,2.996,20.0
12976,,,21,45.0,2.24,30.0
12977,,,24,0.0,2.916,20.0
12978,,,20,-40.0,2.82,45.0
12979,,,21,0.0,2.8,40.0
12980,,,16,0.0,2.04,30.0
12981,,,21,-90.0,2.88,45.0
12982,,,20,-5.0,2.6,30.0
12983,,,21,10.0,2.94,45.0
12984,,,27,0.0,2.94,30.0
12985,,,17,15.0,2.1,15.0
12986,,,48,-30.0,8.96,35.0
12987,,,16,-50.0,2.925,25.0
12988,,,15,45.0,2.28,30.0
12989,,,318,0.0,38.61,30.0
12990,,,17,25.0,2.28,35.0
12991,,,20,60.0,2.94,35.0
12992,,,37,0.0,6.0,40.0
12993,,,10,0.0,1.96,45.0
12994,,,20,45.0,2.8,45.0
12995,,,20,-25.0,2.94,45.0
12996,,,23,5.0,2.96,20.0
12997,,,12,45.0,2.04,10.0
12998,,,24,0.0,2.88,15.0
12999,,,17,-15.0,2.025,40.0
13000,,,16,10.0,3.0,15.0
13001,,,18,20.0,2.58,20.0
13002,,,25,-40.0,3.0,45.0
13003,,,22,0.0,2.94,30.0
13004,,,20,20.0,2.99,30.0
13005,,,17,45.0,2.59,25.0
13006,,,20,0.0,2.96,45.0
13007,,,20,90.0,3.0,30.0
13008,,,30,15.0,3.0,40.0
13009,,,25,-45.0,2.94,25.0
13010,,,15,0.0,2.22,45.0
13011,,,17,15.0,3.0,20.0
13012,,,18,-90.0,2.94,15.0
13013,,,24,-5.0,3.0,35.0
13014,,,10,-15.0,1.8,40.0
13015,,,45,45.0,8.82,20.0
13016,,,23,-10.0,2.99,45.0
13017,,,21,-5.0,2.94,20.0
13018,,,30,5.0,3.6,20.0
13019,,,20,30.0,2.88,30.0
13020,,,23,0.0,3.885,35.0
13021,,,20,10.0,2.94,30.0
13022,,,24,0.0,2.97,20.0
13023,,,22,0.0,2.88,45.0
13024,,,15,45.0,2.1,30.0
13025,,,17,-40.0,2.535,35.0
13026,,,23,45.0,2.94,25.0
13027,,,25,10.0,2.94,15.0
13028,,,24,-15.0,2.94,25.0
13029,,,28,25.0,3.0,20.0
13030,,,15,-5.0,2.52,45.0
13031,,,24,60.0,3.2,35.0
13032,,,24,90.0,2.996,20.0
13033,,,23,-55.0,2.94,20.0
13034,,,23,0.0,2.996,35.0
13035,,,24,-25.0,4.5,30.0
13036,,,25,0.0,3.0,25.0
13037,,,19,0.0,2.996,20.0
13038,,,23,0.0,2.96,30.0
13039,,,22,-20.0,2.94,20.0
13040,,,60,-40.0,8.96,20.0
13041,,,24,30.0,2.94,20.0
13042,,,22,40.0,3.0,20.0
13043,,,19,5.0,3.332,20.0
13044,,,22,60.0,2.96,20.0
13045,,,22,70.0,3.15,20.0
13046,,,21,-45.0,2.96,40.0
13047,,,24,0.0,2.96,30.0
13048,,,22,-65.0,3.0,15.0
13049,,,16,45.0,2.25,30.0
13050,,,20,15.0,3.52,20.0
13051,,,22,-10.0,3.0,35.0
13052,,,20,45.0,2.88,30.0
13053,,,16,45.0,2.1,20.0
13054,,,23,-25.0,2.996,20.0
13055,,,25,40.0,2.97,20.0
13056,,,22,-15.0,2.975,35.0
13057,,,18,-15.0,2.94,30.0
13058,,,21,15.0,2.96,30.0
13059,,,20,10.0,2.96,60.0
13060,,,22,30.0,2.96,45.0
13061,,,23,-85.0,2.94,20.0
13062,,,23,15.0,2.94,30.0
13063,,,22,-40.0,2.992,20.0
13064,,,21,45.0,2.94,30.0
13065,,,38,40.0,5.16,20.0
13066,,,13,-45.0,1.7,15.0
13067,,,15,-165.0,2.4,20.0
13068,,,48,-5.0,6.24,40.0
13069,,,18,5.0,2.5,40.0
13070,,,50,-20.0,7.5,15.0
13071,,,20,30.0,3.0,15.0
13072,,,6,-175.0,1.0,30.0
13073,,,20,0.0,2.96,20.0
13074,,,18,40.0,2.59,25.0
13075,,,25,-45.0,3.0,35.0
13076,,,20,0.0,2.04,35.0
13077,,,18,20.0,2.996,35.0
13078,,,15,-45.0,2.943,30.0
13079,,,20,0.0,2.46,45.0
13080,,,20,0.0,2.8,45.0
13081,,,23,5.0,2.85,20.0
13082,,,18,-15.0,2.99,45.0
13083,,,21,20.0,2.96,15.0
13084,,,26,45.0,3.06,35.0
13085,,,18,-50.0,2.94,40.0
13086,,,16,-15.0,3.0,20.0
13087,,,23,0.0,2.88,20.0
13088,,,16,-90.0,2.22,45.0
13089,,,20,-30.0,2.96,15.0
13090,,,25,45.0,3.0,45.0
13091,,,16,0.0,3.0,20.0
13092,,,12,-45.0,2.1,45.0
13093,,,17,-10.0,2.22,45.0
13094,,,21,70.0,2.8,45.0
13095,,,39,10.0,6.0,20.0
13096,,,18,30.0,2.996,25.0
13097,,,22,0.0,2.8,45.0
13098,,,8,45.0,1.325,20.0
13099,,,18,-25.0,2.52,20.0
13100,,,20,-90.0,2.96,45.0
13101,,,6,0.0,0.99,35.0
13102,,,18,110.0,2.996,30.0
13103,,,20,-175.0,3.0,40.0
13104,,,18,5.0,2.94,15.0
13105,,,24,45.0,3.0,45.0
13106,,,20,0.0,2.59,35.0
13107,,,22,-90.0,2.94,35.0
13108,,,17,0.0,3.01,20.0
13109,,,23,55.0,3.0,35.0
13110,,,60,0.0,7.99,50.0
13111,,,20,35.0,2.94,35.0
13112,,,20,0.0,2.85,45.0
13113,,,18,35.0,2.94,20.0
13114,,,21,0.0,2.94,15.0
13115,,,22,-5.0,2.96,20.0
13116,,,23,45.0,2.96,35.0
13117,,,23,-10.0,3.04,45.0
13118,,,20,0.0,2.94,20.0
13119,,,20,-50.0,2.88,45.0
13120,,,14,0.0,2.52,30.0
13121,,,23,15.0,2.94,25.0
13122,,,25,30.0,2.94,45.0
13123,,,23,-50.0,2.97,20.0
13124,,,18,-45.0,2.805,20.0
13125,,,21,35.0,2.96,40.0
13126,,,21,-30.0,2.8,20.0
13127,,,21,-65.0,2.88,20.0
13128,,,22,15.0,2.94,20.0
13129,,,24,-45.0,3.0,20.0
13130,,,18,35.0,2.992,40.0
13131,,,18,-40.0,2.88,30.0
13132,,,26,-60.0,2.85,25.0
13133,,,16,-5.0,2.0,45.0
13134,,,25,0.0,2.94,20.0
13135,,,20,50.0,2.45,20.0
13136,,,21,0.0,2.212,45.0
13137,,,17,-25.0,2.996,20.0
13138,,,20,60.0,2.99,45.0
13139,,,21,-20.0,2.88,25.0
13140,,,22,15.0,3.0,20.0
13141,,,20,-110.0,2.52,15.0
13142,,,23,-45.0,2.96,20.0
13143,,,17,180.0,2.5,35.0
13144,,,32,0.0,3.84,35.0
13145,,,21,60.0,2.94,25.0
13146,,,25,-75.0,3.366,40.0
13147,,,20,-20.0,3.0,20.0
13148,,,20,0.0,2.8,5.0
13149,,,21,60.0,3.0,45.0
13150,,,18,30.0,2.94,25.0
13151,,,20,0.0,2.28,35.0
13152,,,22,0.0,2.64,25.0
13153,,,3,0.0,0.5,40.0
13154,,,23,20.0,2.94,25.0
13155,,,24,0.0,2.94,20.0
13156,,,23,-10.0,2.996,30.0
13157,,,22,-55.0,2.996,20.0
13158,,,21,-20.0,2.88,35.0
13159,,,20,-45.0,3.0,45.0
13160,,,25,50.0,3.0,25.0
13161,,,16,-60.0,2.1,40.0
13162,,,21,45.0,2.31,25.0
13163,,,21,90.0,2.96,15.0
13164,,,22,0.0,2.99,25.0
13165,,,2800,0.0,336.0,0.0
13166,,,18,0.0,2.94,35.0
13167,,,17,-85.0,2.94,10.0
13168,,,20,45.0,3.0,20.0
13169,,,24,-5.0,3.0,40.0
13170,,,22,70.0,3.0,25.0
13171,,,23,0.0,2.96,45.0
13172,,,22,-20.0,2.99,30.0
13173,,,30,-60.0,3.0,20.0
13174,,,20,25.0,2.76,20.0
13175,,,27,15.0,3.0,20.0
13176,,,17,0.0,2.76,30.0
13177,,,18,-50.0,3.0,40.0
13178,,,15,-90.0,2.22,45.0
13179,,,25,-5.0,2.4,20.0
13180,,,22,50.0,2.94,25.0
13181,,,250,-75.0,36.0,20.0
13182,,,17,90.0,3.0,35.0
13183,,,20,0.0,2.96,10.0
13184,,,22,10.0,2.52,30.0
13185,,,24,90.0,2.99,35.0
13186,,,18,-30.0,2.94,25.0
13187,,,50,-10.0,8.96,15.0
13188,,,16,0.0,2.16,30.0
13189,,,24,60.0,2.96,20.0
13190,,,20,0.0,2.96,25.0
13191,,,24,0.0,2.55,20.0
13192,,,16,10.0,2.1,15.0
13193,,,27,-15.0,4.8,20.0
13194,,,18,0.0,2.34,20.0
13195,,,20,0.0,3.0,20.0
13196,,,16,-45.0,3.0,25.0
13197,,,18,15.0,2.4,20.0
13198,,,48,-120.0,8.96,40.0
13199,,,20,85.0,3.0,30.0
13200,,,11,20.0,1.92,50.0
13201,,,18,-20.0,2.52,35.0
13202,,,17,45.0,2.22,20.0
13203,,,22,45.0,2.996,35.0
13204,,,18,5.0,2.88,15.0
13205,,,17,75.0,2.5,15.0
13206,,,16,0.0,2.22,35.0
13207,,,23,-20.0,2.88,15.0
13208,,,25,0.0,2.52,15.0
13209,,,21,0.0,2.99,20.0
13210,,,30,-50.0,3.06,20.0
13211,,,18,-10.0,2.996,40.0
13212,,,17,-25.0,2.88,30.0
13213,,,24,-20.0,2.94,40.0
13214,,,20,-10.0,2.996,35.0
13215,,,22,-70.0,3.0,15.0
13216,,,39,65.0,6.02,20.0
13217,,,25,-50.0,2.4,20.0
13218,,,23,20.0,3.0,15.0
13219,,,60,-90.0,9.0,15.0
13220,,,21,0.0,2.96,35.0
13221,,,23,-20.0,3.01,25.0
13222,,,20,0.0,2.88,45.0
13223,,,21,-20.0,3.0,45.0
13224,,,15,0.0,1.92,30.0
13225,,,23,0.0,2.996,30.0
13226,,,62,180.0,6.0,20.0
13227,,,21,45.0,3.0,20.0
13228,,,18,-30.0,2.94,30.0
13229,,,21,0.0,2.88,25.0
13230,,,155,0.0,22.31,0.0
13231,,,18,-40.0,2.94,15.0
13232,,,18,-90.0,2.996,20.0
13233,,,21,85.0,2.72,25.0
13234,,,17,-20.0,2.996,30.0
13235,,,398,0.0,59.925,15.0
13236,,,18,-60.0,2.996,25.0
13237,,,19,0.0,2.996,20.0
13238,,,24,-50.0,2.996,20.0
13239,,,20,90.0,3.0,45.0
13240,,,25,-45.0,3.0,25.0
13241,,,22,0.0,2.94,20.0
13242,,,22,90.0,2.94,20.0
13243,,,40,-10.0,6.0,25.0
13244,,,20,0.0,2.925,45.0
13245,,,22,-30.0,2.992,45.0
13246,,,18,-45.0,3.0,15.0
13247,,,19,45.0,2.94,20.0
13248,,,20,-25.0,2.76,35.0
13249,,,24,0.0,3.0,20.0
13250,,,23,0.0,3.0,15.0
13251,,,23,-45.0,2.96,30.0
13252,,,16,40.0,2.52,35.0
13253,,,23,30.0,3.0,30.0
13254,,,245,-5.0,33.12,15.0
13255,,,23,20.0,3.01,30.0
13256,,,22,0.0,2.94,35.0
13257,,,16,0.0,2.16,35.0
13258,,,20,0.0,2.84,35.0
13259,,,20,-35.0,2.96,35.0
13260,,,24,0.0,3.0,30.0
13261,,,24,90.0,3.0,30.0
13262,,,23,0.0,2.88,20.0
13263,,,22,-35.0,2.992,25.0
13264,,,23,0.0,2.53,35.0
13265,,,22,180.0,2.8,45.0
13266,,,3,-20.0,0.53,10.0
13267,,,90,0.0,12.69,30.0
13268,,,60,0.0,8.0,15.0
13269,,,16,90.0,3.0,30.0
13270,,,22,20.0,2.8,15.0
13271,,,23,180.0,2.97,35.0
13272,,,21,5.0,2.96,20.0
13273,,,15,0.0,2.22,45.0
13274,,,20,45.0,2.94,15.0
13275,,,21,45.0,2.8,30.0
13276,,,21,-30.0,2.96,25.0
13277,,,19,-45.0,2.59,20.0
13278,,,18,30.0,2.94,30.0
13279,,,23,20.0,3.0,20.0
13280,,,17,-110.0,2.88,50.0
13281,,,21,25.0,2.8,30.0
13282,,,20,95.0,2.96,25.0
13283,,,15,15.0,2.0,20.0
13284,,,23,0.0,3.01,45.0
13285,,,20,35.0,2.775,45.0
13286,,,21,70.0,2.85,20.0
13287,,,16,0.0,2.1,20.0
13288,,,24,45.0,2.4,35.0
13289,,,150,-15.0,19.04,20.0
13290,,,20,45.0,2.925,20.0
13291,,,16,5.0,2.52,15.0
13292,,,21,0.0,2.88,20.0
13293,,,18,85.0,2.94,20.0
13294,,,20,0.0,2.25,15.0
13295,,,20,90.0,2.94,20.0
13296,,,22,-15.0,2.992,15.0
13297,,,20,10.0,2.52,20.0
13298,,,18,20.0,2.996,20.0
13299,,,671,-140.0,93.42,15.0
13300,,,19,25.0,2.76,45.0
13301,,,22,-5.0,2.925,55.0
13302,,,23,-45.0,2.8,35.0
13303,,,23,-20.0,2.94,25.0
13304,,,23,-10.0,2.97,20.0
13305,,,17,-65.0,3.0,35.0
13306,,,21,50.0,2.96,35.0
13307,,,20,-90.0,2.52,15.0
13308,,,14,-55.0,1.71,40.0
13309,,,23,0.0,2.992,15.0
13310,,,25,10.0,2.94,20.0
13311,,,19,-30.0,2.52,30.0
13312,,,17,-10.0,2.28,45.0
13313,,,16,80.0,2.1,35.0
13314,,,21,40.0,2.99,45.0
13315,,,19,-110.0,2.52,15.0
13316,,,25,-5.0,3.29,30.0
13317,,,24,15.0,2.898,20.0
13318,,,60,20.0,9.0,45.0
13319,,,21,-15.0,2.96,45.0
13320,,,60,5.0,9.0,25.0
13321,,,24,-10.0,2.97,45.0
13322,,,24,-30.0,2.94,45.0
13323,,,33,-45.0,5.5,40.0
13324,,,21,0.0,2.76,15.0
13325,,,580,0.0,77.28,15.0
13326,,,16,0.0,2.9,15.0
13327,,,18,90.0,2.52,30.0
13328,,,20,40.0,3.0,40.0
13329,,,22,-45.0,2.568,45.0
13330,,,260,-45.0,36.34,10.0
13331,,,18,30.0,2.996,20.0
13332,,,30,0.0,4.5,45.0
13333,,,21,100.0,2.88,30.0
13334,,,21,-90.0,2.94,25.0
13335,,,33,20.0,5.64,15.0
13336,,,24,-25.0,2.94,15.0
13337,,,21,15.0,2.96,40.0
13338,,,18,0.0,3.15,15.0
13339,,,20,80.0,2.25,35.0
13340,,,16,0.0,2.5,20.0
13341,,,24,0.0,2.996,25.0
13342,,,23,0.0,2.96,40.0
13343,,,18,0.0,2.996,15.0
13344,,,20,45.0,3.0,20.0
13345,,,21,-20.0,2.94,40.0
13346,,,20,-5.0,2.96,20.0
13347,,,19,-20.0,2.58,35.0
13348,,,1,0.0,0.165,0.0
13349,,,21,15.0,2.96,20.0
13350,,,14,45.0,1.755,45.0
13351,,,24,45.0,2.99,10.0
13352,,,23,0.0,2.96,40.0
13353,,,25,90.0,2.2,35.0
13354,,,22,25.0,2.94,15.0
13355,,,21,-60.0,2.55,45.0
13356,,,20,-100.0,3.0,45.0
13357,,,18,90.0,2.996,15.0
13358,,,9,95.0,1.38,15.0
13359,,,25,65.0,3.0,20.0
13360,,,24,15.0,2.94,35.0
13361,,,18,-40.0,2.99,45.0
13362,,,24,0.0,3.0,20.0
13363,,,21,-5.0,3.0,35.0
13364,,,20,15.0,3.0,15.0
13365,,,20,0.0,2.96,35.0
13366,,,23,0.0,2.97,40.0
13367,,,690,-25.0,93.96,20.0
13368,,,18,40.0,2.94,50.0
13369,,,18,-30.0,2.6,45.0
13370,,,20,45.0,2.88,30.0
13371,,,23,0.0,3.0,45.0
13372,,,20,-50.0,2.64,40.0
13373,,,20,90.0,2.96,40.0
13374,,,17,-5.0,2.94,45.0
13375,,,21,-70.0,2.94,35.0
13376,,,22,-30.0,2.96,35.0
13377,,,74,30.0,10.29,40.0
13378,,,28,-45.0,2.97,35.0
13379,,,17,0.0,2.996,30.0
13380,,,23,-10.0,2.8,15.0
13381,,,18,-45.0,3.0,30.0
13382,,,21,0.0,2.94,45.0
13383,,,30,-45.0,4.5,35.0
13384,,,24,0.0,2.97,20.0
13385,,,18,-40.0,3.0,30.0
13386,,,17,-25.0,2.76,45.0
13387,,,19,-45.0,2.996,35.0
13388,,,17,40.0,2.25,35.0
13389,,,20,10.0,3.0,45.0
13390,,,15,20.0,2.46,30.0
13391,,,44,-15.0,6.12,25.0
13392,,,22,45.0,2.992,25.0
13393,,,18,45.0,2.996,20.0
13394,,,21,0.0,2.96,20.0
13395,,,23,30.0,2.96,40.0
13396,,,21,0.0,2.85,30.0
13397,,,23,-45.0,2.94,15.0
13398,,,78,-50.0,9.72,30.0
13399,,,20,5.0,3.0,45.0
13400,,,200,0.0,22.275,20.0
13401,,,23,0.0,2.94,35.0
13402,,,18,-45.0,2.996,20.0
13403,,,16,0.0,3.0,10.0
13404,,,19,20.0,2.94,20.0
13405,,,13,0.0,1.62,20.0
13406,,,21,20.0,2.99,20.0
13407,,,16,-40.0,2.94,25.0
13408,,,18,30.0,2.94,20.0
13409,,,20,45.0,3.0,20.0
13410,,,17,20.0,2.76,35.0
13411,,,16,-85.0,3.0,20.0
13412,,,24,-10.0,2.996,35.0
13413,,,20,-20.0,2.775,35.0
13414,,,40,-60.0,6.0,20.0
13415,,,23,-50.0,2.21,45.0
13416,,,25,45.0,2.94,25.0
13417,,,21,15.0,3.0,50.0
13418,,,20,-5.0,2.59,40.0
13419,,,11,0.0,2.1,15.0
13420,,,21,-10.0,2.94,40.0
13421,,,140,20.0,19.32,30.0
13422,,,13,-45.0,2.4,20.0
13423,,,44,-5.0,6.0,20.0
13424,,,45,70.0,6.0,15.0
13425,,,15,30.0,2.22,35.0
13426,,,21,0.0,2.85,25.0
13427,,,16,45.0,1.86,25.0
13428,,,16,-40.0,2.1,45.0
13429,,,18,-50.0,2.568,35.0
13430,,,23,0.0,2.88,10.0
13431,,,21,-25.0,2.88,30.0
13432,,,20,-45.0,2.94,30.0
13433,,,20,0.0,3.0,20.0
13434,,,21,15.0,2.94,30.0
13435,,,23,60.0,2.94,20.0
13436,,,23,-80.0,3.06,20.0
13437,,,22,45.0,3.0,35.0
13438,,,18,25.0,2.996,35.0
13439,,,20,-40.0,2.82,25.0
13440,,,6,-50.0,1.0,10.0
13441,,,23,0.0,2.996,35.0
13442,,,22,40.0,2.96,20.0
13443,,,20,-10.0,2.272,30.0
13444,,,22,-40.0,2.87,25.0
13445,,,23,15.0,3.0,20.0
13446,,,60,-5.0,9.0,25.0
13447,,,20,40.0,3.0,40.0
13448,,,18,0.0,2.94,30.0
13449,,,20,90.0,2.88,45.0
13450,,,25,80.0,2.925,40.0
13451,,,19,40.0,2.88,15.0
13452,,,10,-45.0,1.8,20.0
13453,,,18,0.0,2.52,45.0
13454,,,21,15.0,2.96,45.0
13455,,,24,-55.0,2.992,45.0
13456,,,22,0.0,2.992,35.0
13457,,,22,-15.0,2.94,45.0
13458,,,24,0.0,3.01,45.0
13459,,,20,-45.0,2.0,30.0
13460,,,23,20.0,2.97,20.0
13461,,,3,5.0,0.5,15.0
13462,,,18,30.0,2.15,20.0
13463,,,20,0.0,3.0,45.0
13464,,,20,-15.0,2.64,25.0
13465,,,15,-50.0,2.22,45.0
13466,,,24,15.0,3.0,20.0
13467,,,16,0.0,2.1,20.0
13468,,,20,15.0,2.992,20.0
13469,,,16,-15.0,2.46,45.0
13470,,,20,15.0,2.88,25.0
13471,,,30,5.0,5.886,15.0
13472,,,22,0.0,2.96,25.0
13473,,,17,70.0,3.0,45.0
13474,,,23,-10.0,3.0,35.0
13475,,,60,15.0,9.0,15.0
13476,,,17,50.0,2.28,40.0
13477,,,21,0.0,2.96,35.0
13478,,,23,0.0,3.0,20.0
13479,,,24,40.0,3.06,30.0
13480,,,23,0.0,2.94,20.0
13481,,,21,-5.0,2.88,25.0
13482,,,25,-40.0,2.87,45.0
13483,,,9,-40.0,1.56,40.0
13484,,,18,-30.0,2.45,20.0
13485,,,18,-15.0,2.996,45.0
13486,,,15,45.0,2.22,45.0
13487,,,20,90.0,2.1,30.0
13488,,,20,-15.0,2.73,20.0
13489,,,9,-45.0,1.26,40.0
13490,,,17,0.0,2.996,30.0
13491,,,250,50.0,32.4,40.0
13492,,,18,0.0,2.94,30.0
13493,,,36,-20.0,4.81,45.0
13494,,,24,20.0,2.94,20.0
13495,,,18,-90.0,2.996,35.0
13496,,,21,-5.0,2.96,20.0
13497,,,20,0.0,2.96,45.0
13498,,,22,45.0,2.88,45.0
13499,,,22,35.0,3.0,20.0
13500,,,30,25.0,4.41,30.0
13501,,,16,-30.0,2.996,20.0
13502,,,18,20.0,2.996,15.0
13503,,,27,55.0,2.8,20.0
13504,,,20,-15.0,2.94,45.0
13505,,,19,0.0,3.0,20.0
13506,,,21,-25.0,3.0,45.0
13507,,,22,-45.0,2.96,20.0
13508,,,25,0.0,2.97,40.0
13509,,,200,0.0,35.97,15.0
13510,,,20,-45.0,2.73,45.0
13511,,,28,0.0,3.0,15.0
13512,,,20,0.0,3.0,15.0
13513,,,23,20.0,2.97,45.0
13514,,,23,-30.0,3.0,45.0
13515,,,25,-5.0,3.0,20.0
13516,,,23,-90.0,2.94,15.0
13517,,,22,0.0,3.12,45.0
13518,,,21,-70.0,2.87,45.0
13519,,,33,0.0,5.775,40.0
13520,,,49,-25.0,9.0,25.0
13521,,,59,0.0,6.475,30.0
13522,,,20,20.0,2.88,45.0
13523,,,21,0.0,3.01,20.0
13524,,,22,55.0,2.96,20.0
13525,,,24,10.0,2.94,40.0
13526,,,14,-40.0,2.5,20.0
13527,,,24,-65.0,2.96,15.0
13528,,,19,45.0,2.992,45.0
13529,,,17,0.0,2.88,15.0
13530,,,60,5.0,9.0,20.0
13531,,,21,25.0,2.88,20.0
13532,,,17,0.0,2.94,20.0
13533,,,21,0.0,2.56,30.0
13534,,,18,-10.0,2.94,20.0
13535,,,15,0.0,2.568,45.0
13536,,,550,0.0,69.92,15.0
13537,,,23,-15.0,2.94,15.0
13538,,,20,-90.0,2.52,45.0
13539,,,23,60.0,2.94,30.0
13540,,,44,45.0,6.0,15.0
13541,,,16,10.0,2.568,30.0
13542,,,22,30.0,2.79,35.0
13543,,,26,-90.0,2.88,20.0
13544,,,15,0.0,2.0,15.0
13545,,,20,-170.0,2.8,10.0
13546,,,58,0.0,11.25,10.0
13547,,,18,40.0,2.96,20.0
13548,,,21,-10.0,2.7,20.0
13549,,,23,-50.0,2.96,20.0
13550,,,20,0.0,1.8,10.0
13551,,,24,15.0,2.94,25.0
13552,,,21,0.0,2.82,20.0
13553,,,21,-45.0,2.94,35.0
13554,,,23,-30.0,2.97,55.0
13555,,,24,-45.0,3.0,20.0
13556,,,23,0.0,3.0,35.0
13557,,,22,35.0,2.992,20.0
13558,,,19,30.0,2.59,10.0
13559,,,15,-45.0,2.16,35.0
13560,,,23,-10.0,2.64,30.0
13561,,,16,0.0,2.96,45.0
13562,,,21,-40.0,3.0,25.0
13563,,,24,45.0,3.75,45.0
13564,,,20,-30.0,2.76,30.0
13565,,,20,-15.0,3.0,15.0
13566,,,18,0.0,2.94,35.0
13567,,,17,-125.0,2.996,15.0
13568,,,21,0.0,3.0,25.0
13569,,,24,-20.0,2.968,20.0
13570,,,22,0.0,2.916,20.0
13571,,,17,40.0,1.85,20.0
13572,,,22,0.0,2.94,35.0
13573,,,15,0.0,1.95,40.0
13574,,,24,-20.0,3.0,30.0
13575,,,21,5.0,2.94,15.0
13576,,,22,-15.0,2.8,45.0
13577,,,23,20.0,2.94,15.0
13578,,,16,90.0,2.1,45.0
13579,,,20,-45.0,2.94,25.0
13580,,,24,15.0,2.88,20.0
13581,,,29,0.0,4.41,50.0
13582,,,16,10.0,3.0,30.0
13583,,,16,0.0,2.5,35.0
13584,,,21,-5.0,2.8,40.0
13585,,,28,75.0,3.3,30.0
13586,,,20,15.0,3.0,15.0
13587,,,23,-15.0,2.8,20.0
13588,,,23,0.0,2.992,45.0
13589,,,16,10.0,3.0,15.0
13590,,,23,-70.0,2.96,30.0
13591,,,18,10.0,2.996,25.0
13592,,,18,0.0,2.94,20.0
13593,,,22,-45.0,3.0,20.0
13594,,,36,-55.0,6.12,20.0
13595,,,23,-25.0,2.996,40.0
13596,,,17,40.0,2.94,20.0
13597,,,18,-10.0,2.94,20.0
13598,,,20,-80.0,3.0,20.0
13599,,,17,-60.0,2.94,15.0
13600,,,20,-40.0,2.52,20.0
13601,,,24,-35.0,3.22,20.0
13602,,,16,0.0,1.944,30.0
13603,,,22,35.0,3.0,30.0
