,latitude,longitude,surface,azim,kWp,tilt
754,,,20,160.0,3.0,10.0
755,,,23,45.0,2.79,30.0
756,,,19,0.0,2.8,15.0
757,,,21,-45.0,2.96,30.0
758,,,24,-80.0,2.94,15.0
759,,,20,0.0,2.88,15.0
760,,,23,-35.0,2.8,40.0
761,,,24,60.0,2.96,25.0
762,,,20,30.0,2.59,30.0
763,,,18,-90.0,2.996,30.0
764,,,260,0.0,38.85,15.0
765,,,21,20.0,2.96,20.0
766,,,25,-25.0,2.97,45.0
767,,,20,-150.0,3.0,45.0
768,,,24,20.0,2.94,35.0
769,,,16,0.0,2.22,40.0
770,,,23,45.0,3.0,25.0
771,,,20,45.0,2.88,20.0
772,,,18,-30.0,2.996,30.0
773,,,23,-85.0,2.94,30.0
774,,,60,0.0,6.24,15.0
775,,,17,50.0,2.88,25.0
776,,,20,0.0,2.8,15.0
777,,,20,30.0,2.94,20.0
778,,,24,0.0,2.88,30.0
779,,,21,-60.0,2.99,20.0
780,,,22,20.0,3.0,40.0
781,,,21,0.0,2.94,40.0
782,,,60,-10.0,9.0,35.0
783,,,22,0.0,2.925,35.0
784,,,20,-40.0,2.88,45.0
785,,,21,90.0,2.72,35.0
786,,,22,-20.0,3.0,20.0
787,,,22,95.0,3.0,45.0
788,,,22,0.0,3.15,20.0
789,,,20,-30.0,2.96,20.0
790,,,109,-20.0,15.12,20.0
791,,,20,0.0,2.96,45.0
792,,,19,0.0,2.76,40.0
793,,,110,90.0,11.96,10.0
794,,,22,20.0,2.8,20.0
795,,,23,-10.0,3.0,15.0
796,,,18,-20.0,3.01,15.0
797,,,13,45.0,1.85,15.0
798,,,20,-90.0,2.996,30.0
799,,,21,0.0,2.97,70.0
800,,,21,-20.0,2.85,30.0
801,,,23,45.0,2.94,30.0
802,,,20,-10.0,2.96,20.0
803,,,57,0.0,7.52,15.0
804,,,12,-45.0,1.95,30.0
805,,,20,-85.0,2.96,45.0
806,,,20,30.0,2.96,45.0
807,,,23,60.0,3.0,20.0
808,,,21,-45.0,3.04,35.0
809,,,23,0.0,2.64,20.0
810,,,24,-10.0,2.97,20.0
811,,,20,-15.0,3.0,30.0
812,,,23,140.0,2.925,45.0
813,,,21,-5.0,2.86,20.0
814,,,21,25.0,2.88,15.0
815,,,23,-20.0,2.94,35.0
816,,,22,0.0,2.9,35.0
817,,,15,45.0,2.88,20.0
818,,,21,0.0,2.8,20.0
819,,,25,-10.0,3.2,25.0
820,,,18,-45.0,2.38,50.0
821,,,18,25.0,2.996,35.0
822,,,20,30.0,2.52,35.0
823,,,18,5.0,2.94,15.0
824,,,26,-45.0,2.996,30.0
825,,,18,5.0,3.01,45.0
826,,,49,0.0,9.0,20.0
827,,,14,-10.0,1.72,15.0
828,,,15,25.0,1.68,30.0
829,,,20,45.0,2.99,30.0
830,,,17,-20.0,2.94,20.0
831,,,23,20.0,2.94,35.0
832,,,20,70.0,3.0,20.0
833,,,17,-10.0,2.996,40.0
834,,,22,80.0,2.96,45.0
835,,,25,-10.0,3.0,20.0
836,,,18,0.0,2.52,45.0
837,,,18,0.0,2.996,35.0
838,,,31,-40.0,3.04,20.0
839,,,16,0.0,2.4,40.0
840,,,20,0.0,2.96,45.0
841,,,18,0.0,2.94,25.0
842,,,70,-10.0,9.36,20.0
843,,,21,-45.0,2.96,20.0
844,,,20,0.0,2.996,15.0
845,,,20,40.0,3.0,30.0
846,,,26,10.0,3.0,20.0
847,,,18,0.0,2.94,45.0
848,,,24,80.0,2.97,20.0
849,,,15,35.0,2.04,15.0
850,,,18,0.0,2.16,15.0
851,,,22,10.0,2.75,15.0
852,,,18,-75.0,2.87,45.0
853,,,16,35.0,3.1,30.0
854,,,20,-45.0,2.94,30.0
855,,,16,-45.0,2.88,20.0
856,,,20,0.0,2.775,40.0
857,,,23,80.0,3.0,25.0
858,,,19,30.0,2.992,20.0
859,,,19,45.0,2.625,20.0
860,,,30,0.0,3.15,25.0
861,,,30,20.0,4.41,15.0
862,,,23,-15.0,2.94,10.0
863,,,20,0.0,1.98,20.0
864,,,21,5.0,2.96,45.0
865,,,19,20.0,2.94,45.0
866,,,20,5.0,3.0,45.0
867,,,60,35.0,7.5,35.0
868,,,23,-10.0,2.88,30.0
869,,,18,-40.0,2.982,25.0
870,,,18,10.0,2.94,15.0
871,,,20,-10.0,2.72,35.0
872,,,15,0.0,1.98,20.0
873,,,16,0.0,2.22,15.0
874,,,23,5.0,2.996,20.0
875,,,20,-10.0,3.15,25.0
876,,,24,0.0,2.97,15.0
877,,,35,-5.0,3.52,20.0
878,,,18,35.0,2.996,45.0
879,,,12,-10.0,2.0,45.0
880,,,20,-40.0,2.88,30.0
881,,,26,90.0,2.96,30.0
882,,,21,45.0,2.88,35.0
883,,,21,45.0,2.88,15.0
884,,,17,-55.0,2.94,20.0
885,,,51,0.0,9.0,15.0
886,,,16,45.0,2.1,45.0
887,,,21,55.0,2.52,40.0
888,,,24,0.0,2.59,30.0
889,,,16,-45.0,1.85,45.0
890,,,20,0.0,2.96,45.0
891,,,22,-20.0,2.992,30.0
892,,,21,-45.0,2.96,30.0
893,,,16,40.0,2.88,40.0
894,,,23,-65.0,3.0,20.0
895,,,66,-40.0,8.6,40.0
896,,,22,0.0,2.96,20.0
897,,,23,30.0,3.0,30.0
898,,,24,70.0,2.94,20.0
899,,,22,90.0,2.996,20.0
900,,,21,30.0,3.04,20.0
901,,,21,45.0,2.96,15.0
902,,,20,0.0,2.96,25.0
903,,,20,20.0,2.88,45.0
904,,,25,-5.0,3.0,20.0
905,,,21,-45.0,2.99,15.0
906,,,60,0.0,9.0,15.0
907,,,21,15.0,2.88,25.0
908,,,16,45.0,2.22,30.0
909,,,25,50.0,3.0,25.0
910,,,17,-15.0,2.85,15.0
911,,,21,-15.0,2.73,45.0
912,,,20,45.0,2.22,40.0
913,,,23,90.0,2.87,30.0
914,,,17,-45.0,1.92,25.0
915,,,25,10.0,2.94,20.0
916,,,18,0.0,2.0,15.0
917,,,25,-10.0,2.996,45.0
918,,,8,45.0,1.0,40.0
919,,,22,0.0,3.0,35.0
920,,,18,0.0,2.996,20.0
921,,,20,10.0,2.31,20.0
922,,,15,45.0,2.16,45.0
923,,,20,-35.0,2.96,45.0
924,,,24,-45.0,3.01,20.0
925,,,24,5.0,3.0,20.0
926,,,23,15.0,2.96,40.0
927,,,16,-20.0,2.22,35.0
928,,,21,10.0,2.94,30.0
929,,,20,40.0,2.96,40.0
930,,,15,-90.0,1.708,35.0
931,,,20,0.0,3.0,15.0
932,,,18,0.0,2.94,20.0
933,,,20,-20.0,3.0,35.0
934,,,20,45.0,2.94,40.0
935,,,22,35.0,3.0,30.0
936,,,14,40.0,2.3,35.0
937,,,21,-30.0,2.94,45.0
938,,,23,0.0,2.96,40.0
939,,,20,45.0,2.5,45.0
940,,,21,0.0,2.88,20.0
941,,,23,-45.0,2.996,15.0
942,,,23,25.0,3.04,15.0
943,,,22,-20.0,3.0,20.0
944,,,18,40.0,2.585,20.0
945,,,23,10.0,2.94,20.0
946,,,5,-45.0,0.9,30.0
947,,,16,0.0,3.0,25.0
948,,,18,140.0,3.0,25.0
949,,,18,45.0,2.996,15.0
950,,,16,15.0,2.75,30.0
951,,,26,0.0,3.04,20.0
952,,,16,-85.0,2.04,25.0
953,,,21,70.0,2.96,15.0
954,,,23,-80.0,3.0,20.0
955,,,22,-20.0,2.96,15.0
956,,,20,10.0,3.43,35.0
957,,,15,5.0,2.34,40.0
958,,,18,-90.0,2.94,30.0
959,,,26,0.0,4.64,45.0
960,,,15,30.0,2.52,20.0
961,,,38,0.0,5.8,45.0
962,,,15,-60.0,2.58,15.0
963,,,23,20.0,2.97,25.0
964,,,20,-5.0,2.96,30.0
965,,,21,-20.0,2.88,20.0
966,,,23,-10.0,2.94,35.0
967,,,23,0.0,3.0,35.0
968,,,21,-10.0,2.96,30.0
969,,,17,35.0,2.34,20.0
970,,,21,0.0,2.99,20.0
971,,,25,80.0,3.0,20.0
972,,,22,-5.0,3.0,45.0
973,,,17,45.0,1.98,40.0
974,,,21,15.0,2.34,30.0
975,,,20,-70.0,2.96,45.0
976,,,18,25.0,2.996,20.0
977,,,21,25.0,2.8,25.0
978,,,20,-50.0,2.88,20.0
979,,,262,0.0,34.2,15.0
980,,,18,0.0,2.996,30.0
981,,,50,0.0,8.1,45.0
982,,,20,-15.0,2.94,40.0
983,,,19,15.0,2.73,20.0
984,,,19,0.0,2.997,45.0
985,,,20,45.0,2.96,30.0
986,,,24,-5.0,2.52,40.0
987,,,23,20.0,2.94,30.0
988,,,286,-45.0,38.61,20.0
989,,,19,30.0,2.996,20.0
990,,,18,0.0,2.94,15.0
991,,,21,-5.0,2.925,45.0
992,,,25,0.0,3.0,35.0
993,,,18,-5.0,2.59,45.0
994,,,20,0.0,3.0,15.0
995,,,16,20.0,2.04,30.0
996,,,30,45.0,5.4,30.0
997,,,21,85.0,2.94,40.0
998,,,14,-10.0,2.4,25.0
999,,,18,-10.0,2.996,25.0
1000,,,22,-45.0,3.0,20.0
1001,,,23,-5.0,3.22,45.0
1002,,,25,95.0,2.85,20.0
1003,,,20,35.0,3.0,40.0
1004,,,16,-15.0,2.88,25.0
1005,,,16,-60.0,3.0,20.0
1006,,,15,-15.0,2.568,45.0
1007,,,20,-45.0,3.6,30.0
1008,,,18,10.0,2.996,25.0
1009,,,22,10.0,2.88,25.0
1010,,,20,45.0,3.52,30.0
1011,,,28,-25.0,3.36,20.0
1012,,,18,-80.0,2.996,20.0
1013,,,60,10.0,9.0,35.0
1014,,,25,-70.0,2.94,50.0
1015,,,15,80.0,2.94,40.0
1016,,,24,-30.0,3.0,35.0
1017,,,50,-100.0,4.5,30.0
1018,,,17,-45.0,3.01,20.0
1019,,,23,-5.0,2.618,50.0
1020,,,22,0.0,2.996,25.0
1021,,,20,-25.0,2.94,15.0
1022,,,22,-45.0,2.94,35.0
1023,,,35,-20.0,6.3,15.0
1024,,,17,0.0,2.94,45.0
1025,,,22,40.0,3.0,30.0
1026,,,21,-5.0,2.72,30.0
1027,,,20,25.0,2.925,20.0
1028,,,21,-25.0,2.94,40.0
1029,,,20,-5.0,2.94,35.0
1030,,,58,-70.0,8.925,25.0
1031,,,14,80.0,2.2,45.0
1032,,,20,-10.0,2.996,30.0
1033,,,17,50.0,2.76,30.0
1034,,,18,0.0,2.4,20.0
1035,,,21,0.0,2.85,20.0
1036,,,23,0.0,2.88,30.0
1037,,,100,0.0,8.82,45.0
1038,,,21,-30.0,2.88,45.0
1039,,,23,-55.0,2.52,15.0
1040,,,18,0.0,2.82,10.0
1041,,,25,-45.0,2.96,15.0
1042,,,22,0.0,3.04,30.0
1043,,,23,20.0,2.97,20.0
1044,,,18,0.0,2.94,25.0
1045,,,18,0.0,2.52,45.0
1046,,,25,45.0,2.94,20.0
1047,,,22,20.0,2.94,20.0
1048,,,15,45.0,2.475,10.0
1049,,,20,0.0,2.72,20.0
1050,,,19,0.0,2.88,45.0
1051,,,21,-50.0,2.76,15.0
1052,,,20,-15.0,2.88,30.0
1053,,,119,-35.0,21.12,30.0
1054,,,21,20.0,2.88,15.0
1055,,,25,-5.0,3.0,50.0
1056,,,18,0.0,2.94,45.0
1057,,,10,-35.0,1.48,30.0
1058,,,18,0.0,2.94,30.0
1059,,,60,0.0,8.4,45.0
1060,,,22,-50.0,2.94,30.0
1061,,,17,-45.0,2.22,30.0
1062,,,18,-20.0,2.996,45.0
1063,,,17,-30.0,2.88,20.0
1064,,,25,-45.0,2.96,35.0
1065,,,18,10.0,2.996,40.0
1066,,,19,-15.0,2.996,30.0
1067,,,25,20.0,2.97,25.0
1068,,,22,0.0,3.84,35.0
1069,,,20,-70.0,3.0,20.0
1070,,,22,45.0,2.96,40.0
1071,,,22,-10.0,2.94,15.0
1072,,,22,-40.0,2.96,25.0
1073,,,21,90.0,2.8,15.0
1074,,,21,-40.0,2.996,20.0
1075,,,21,15.0,2.8,25.0
1076,,,20,0.0,2.82,20.0
1077,,,22,0.0,3.0,20.0
1078,,,18,-15.0,2.94,25.0
1079,,,16,-25.0,3.0,40.0
1080,,,22,-30.0,2.88,35.0
1081,,,60,-5.0,10.35,30.0
1082,,,250,-5.0,42.32,25.0
1083,,,20,-45.0,3.0,20.0
1084,,,30,10.0,3.0,45.0
1085,,,23,30.0,2.916,20.0
1086,,,28,0.0,2.8,30.0
1087,,,23,0.0,2.94,15.0
1088,,,40,0.0,6.825,25.0
1089,,,20,-65.0,2.96,50.0
1090,,,25,0.0,2.925,45.0
1091,,,22,20.0,2.992,30.0
1092,,,53,-40.0,8.8,35.0
1093,,,21,20.0,2.97,30.0
1094,,,21,45.0,2.96,15.0
1095,,,30,0.0,2.97,35.0
1096,,,20,0.0,2.34,70.0
1097,,,35,-100.0,3.12,45.0
1098,,,24,60.0,2.94,45.0
1099,,,18,-80.0,2.996,40.0
1100,,,18,15.0,3.0,45.0
1101,,,18,-70.0,2.94,20.0
1102,,,21,0.0,2.56,40.0
1103,,,24,-90.0,3.0,30.0
1104,,,16,-60.0,3.0,20.0
1105,,,20,-20.0,2.94,15.0
1106,,,23,-10.0,2.8,25.0
1107,,,53,20.0,7.84,15.0
1108,,,23,0.0,2.66,20.0
1109,,,21,-155.0,2.8,25.0
1110,,,17,-10.0,2.996,30.0
1111,,,20,-20.0,3.0,20.0
1112,,,20,120.0,2.96,20.0
1113,,,8,70.0,1.0,20.0
1114,,,41,45.0,7.5,35.0
1115,,,23,60.0,3.0,20.0
1116,,,16,0.0,2.0,30.0
1117,,,20,-20.0,2.996,20.0
1118,,,475,10.0,63.0,20.0
1119,,,18,10.0,2.94,20.0
1120,,,29,-15.0,2.8,50.0
1121,,,27,20.0,4.0,20.0
1122,,,21,165.0,2.94,15.0
1123,,,23,-140.0,2.1,15.0
1124,,,20,-45.0,2.8,15.0
1125,,,36,-10.0,4.08,30.0
1126,,,22,0.0,2.8,40.0
1127,,,16,45.0,2.22,40.0
1128,,,21,-55.0,2.99,20.0
1129,,,23,90.0,2.94,20.0
1130,,,60,-5.0,9.0,40.0
1131,,,27,-50.0,3.0,20.0
1132,,,19,20.0,2.94,45.0
1133,,,19,-15.0,3.0,20.0
1134,,,20,-70.0,2.94,45.0
1135,,,18,30.0,2.996,45.0
1136,,,21,20.0,3.01,40.0
1137,,,16,15.0,2.96,45.0
1138,,,29,0.0,4.5,15.0
1139,,,23,-20.0,2.97,35.0
1140,,,20,175.0,2.52,20.0
1141,,,19,-90.0,2.76,20.0
1142,,,24,70.0,2.88,20.0
1143,,,21,0.0,2.94,45.0
1144,,,23,20.0,2.94,30.0
1145,,,21,0.0,2.94,45.0
1146,,,23,-30.0,2.96,55.0
1147,,,18,85.0,2.996,20.0
1148,,,23,5.0,3.0,20.0
1149,,,23,35.0,2.97,45.0
1150,,,17,90.0,2.16,10.0
1151,,,18,45.0,2.94,25.0
1152,,,20,0.0,2.88,45.0
1153,,,23,-45.0,2.88,15.0
1154,,,20,20.0,2.88,15.0
1155,,,20,-45.0,2.96,25.0
1156,,,23,90.0,2.96,35.0
1157,,,18,45.0,3.15,25.0
1158,,,22,0.0,3.0,15.0
1159,,,20,15.0,3.0,30.0
1160,,,23,-45.0,2.96,20.0
1161,,,21,0.0,2.97,25.0
1162,,,21,5.0,2.8,30.0
1163,,,20,-45.0,3.0,25.0
1164,,,23,90.0,2.94,25.0
1165,,,20,-25.0,2.96,45.0
1166,,,17,30.0,3.0,45.0
1167,,,16,-70.0,2.04,45.0
1168,,,18,0.0,2.94,30.0
1169,,,20,15.0,2.968,45.0
1170,,,15,25.0,2.94,25.0
1171,,,160,30.0,22.05,5.0
1172,,,25,0.0,2.97,35.0
1173,,,23,-30.0,2.94,25.0
1174,,,23,-5.0,2.94,20.0
1175,,,22,10.0,2.96,40.0
1176,,,24,0.0,2.996,20.0
1177,,,23,30.0,2.97,25.0
1178,,,18,20.0,2.94,20.0
1179,,,19,40.0,2.96,25.0
1180,,,21,45.0,3.2,45.0
1181,,,20,15.0,2.96,45.0
1182,,,25,30.0,2.996,25.0
1183,,,23,-70.0,2.8,40.0
1184,,,14,60.0,2.7,20.0
1185,,,20,-90.0,2.16,30.0
1186,,,21,0.0,3.705,15.0
1187,,,30,-15.0,4.05,30.0
1188,,,26,0.0,2.8,20.0
1189,,,5,0.0,0.72,30.0
1190,,,21,0.0,2.87,30.0
1191,,,18,0.0,2.996,35.0
1192,,,23,55.0,3.36,45.0
1193,,,3,85.0,0.396,35.0
1194,,,20,90.0,3.0,30.0
1195,,,24,90.0,3.0,20.0
1196,,,18,25.0,3.0,20.0
1197,,,210,0.0,36.0,25.0
1198,,,23,0.0,2.88,25.0
1199,,,18,-35.0,3.01,45.0
1200,,,21,-5.0,3.0,20.0
1201,,,26,-90.0,3.0,25.0
1202,,,30,0.0,5.17,25.0
1203,,,16,30.0,1.95,35.0
1204,,,16,-45.0,1.92,45.0
1205,,,19,15.0,2.28,25.0
1206,,,21,-25.0,2.56,30.0
1207,,,15,-10.0,1.904,20.0
1208,,,20,180.0,3.0,15.0
1209,,,20,0.0,2.56,30.0
1210,,,22,-35.0,3.0,30.0
1211,,,21,0.0,2.996,20.0
1212,,,23,-40.0,3.0,40.0
1213,,,18,0.0,2.99,35.0
1214,,,21,-30.0,2.7,15.0
1215,,,20,0.0,2.96,45.0
1216,,,105,-10.0,16.2,40.0
1217,,,20,30.0,2.96,20.0
1218,,,16,25.0,2.16,20.0
1219,,,20,10.0,3.0,25.0
1220,,,24,90.0,3.2,40.0
1221,,,20,0.0,2.992,45.0
1222,,,23,90.0,2.94,20.0
1223,,,22,5.0,2.99,30.0
1224,,,25,10.0,3.0,25.0
1225,,,18,40.0,2.996,20.0
1226,,,18,-50.0,2.94,20.0
1227,,,22,-65.0,3.0,20.0
1228,,,40,-65.0,5.88,35.0
1229,,,32,5.0,3.0,15.0
1230,,,23,-40.0,2.94,20.0
1231,,,20,0.0,2.96,35.0
1232,,,23,0.0,2.96,35.0
1233,,,16,-45.0,2.04,40.0
1234,,,18,-45.0,2.996,35.0
1235,,,22,45.0,2.96,35.0
1236,,,7,45.0,1.2,20.0
1237,,,800,45.0,113.96,15.0
1238,,,65,100.0,8.988,20.0
1239,,,24,20.0,2.88,20.0
1240,,,23,-30.0,2.94,20.0
1241,,,16,0.0,2.46,30.0
1242,,,16,-30.0,2.3,35.0
1243,,,18,-170.0,2.1,35.0
1244,,,16,-5.0,3.0,30.0
1245,,,877,-5.0,112.93,20.0
1246,,,25,-5.0,2.97,30.0
1247,,,25,35.0,3.0,20.0
1248,,,24,0.0,2.96,30.0
1249,,,24,45.0,2.94,45.0
1250,,,23,-50.0,2.996,25.0
1251,,,23,45.0,2.96,45.0
1252,,,21,90.0,2.8,15.0
1253,,,44,-45.0,5.4,30.0
1254,,,87,-15.0,11.56,30.0
1255,,,18,0.0,2.1,45.0
1256,,,20,-40.0,2.94,30.0
1257,,,20,180.0,2.96,30.0
1258,,,21,45.0,2.88,30.0
1259,,,21,30.0,2.8,20.0
1260,,,29,0.0,4.5,35.0
1261,,,21,-45.0,2.835,25.0
1262,,,26,30.0,2.96,30.0
1263,,,20,0.0,3.0,35.0
1264,,,18,20.0,2.996,20.0
1265,,,18,20.0,2.94,35.0
1266,,,18,-30.0,3.0,30.0
1267,,,21,-25.0,2.88,20.0
1268,,,21,-25.0,2.8,30.0
1269,,,23,15.0,2.94,45.0
1270,,,34,40.0,2.94,35.0
1271,,,27,-10.0,3.0,45.0
1272,,,16,-45.0,2.5,35.0
1273,,,24,-20.0,2.96,30.0
1274,,,15,20.0,1.98,35.0
1275,,,24,0.0,3.0,45.0
1276,,,22,45.0,2.88,45.0
1277,,,26,45.0,3.0,45.0
1278,,,20,0.0,2.96,35.0
1279,,,18,-40.0,2.94,35.0
1280,,,20,-5.0,2.88,35.0
1281,,,22,5.0,3.0,45.0
1282,,,17,10.0,3.0,45.0
1283,,,18,15.0,2.996,20.0
1284,,,22,15.0,2.96,20.0
1285,,,23,-10.0,2.97,30.0
1286,,,23,40.0,2.96,35.0
1287,,,28,45.0,3.0,20.0
1288,,,20,-20.0,2.45,30.0
1289,,,24,60.0,2.94,20.0
1290,,,17,10.0,2.2,25.0
1291,,,24,0.0,2.94,45.0
1292,,,60,-5.0,9.0,10.0
1293,,,18,30.0,1.92,30.0
1294,,,18,-30.0,2.94,20.0
1295,,,60,-45.0,9.18,25.0
1296,,,30,-30.0,3.08,30.0
1297,,,19,-75.0,2.52,20.0
1298,,,20,45.0,2.96,20.0
1299,,,22,0.0,3.0,30.0
1300,,,19,0.0,2.55,30.0
1301,,,61,-30.0,9.0,15.0
1302,,,24,90.0,2.94,20.0
1303,,,22,0.0,2.96,20.0
1304,,,21,35.0,3.0,15.0
1305,,,18,-70.0,2.94,20.0
1306,,,17,-150.0,2.38,20.0
1307,,,20,0.0,3.0,45.0
1308,,,27,45.0,3.0,20.0
1309,,,20,-10.0,2.58,30.0
1310,,,16,35.0,3.0,20.0
1311,,,18,-10.0,2.996,20.0
1312,,,22,-40.0,2.96,30.0
1313,,,21,0.0,2.72,20.0
1314,,,20,20.0,2.55,30.0
1315,,,16,0.0,2.94,45.0
1316,,,26,80.0,3.0,45.0
1317,,,20,-45.0,2.568,15.0
1318,,,24,0.0,2.72,20.0
1319,,,16,30.0,1.9,20.0
1320,,,25,-5.0,2.5,35.0
1321,,,23,20.0,2.996,70.0
1322,,,22,45.0,2.5,35.0
1323,,,19,-5.0,2.996,35.0
1324,,,18,-60.0,2.87,20.0
1325,,,39,5.0,5.46,30.0
1326,,,23,0.0,2.996,15.0
1327,,,284,0.0,37.8,30.0
1328,,,12,-60.0,1.44,20.0
1329,,,24,-15.0,2.97,0.0
1330,,,22,30.0,3.0,45.0
1331,,,36,30.0,4.44,40.0
1332,,,21,0.0,2.8,25.0
1333,,,21,45.0,2.94,15.0
1334,,,22,45.0,2.96,20.0
1335,,,21,0.0,2.96,25.0
1336,,,17,0.0,3.0,25.0
1337,,,64,-90.0,8.88,45.0
1338,,,22,-170.0,3.0,35.0
1339,,,50,-35.0,7.5,25.0
1340,,,22,0.0,3.6,35.0
1341,,,21,15.0,2.8,30.0
1342,,,20,-45.0,2.28,30.0
1343,,,20,-40.0,2.96,30.0
1344,,,23,5.0,2.975,15.0
1345,,,21,-15.0,2.96,20.0
1346,,,22,-100.0,2.88,30.0
1347,,,21,0.0,2.96,30.0
1348,,,17,-20.0,2.996,20.0
1349,,,21,-45.0,2.88,30.0
1350,,,23,5.0,2.88,20.0
1351,,,23,0.0,2.94,30.0
1352,,,20,30.0,2.88,30.0
1353,,,22,-90.0,2.96,45.0
1354,,,20,40.0,3.0,30.0
1355,,,22,20.0,3.0,45.0
1356,,,20,0.0,1.75,45.0
1357,,,20,5.0,2.94,40.0
1358,,,22,45.0,2.94,25.0
1359,,,30,20.0,3.0,40.0
1360,,,20,0.0,2.94,20.0
1361,,,23,20.0,2.94,20.0
1362,,,19,35.0,2.8,20.0
1363,,,15,10.0,2.04,20.0
1364,,,21,0.0,2.88,45.0
1365,,,20,0.0,3.0,35.0
1366,,,25,0.0,2.97,30.0
1367,,,234,30.0,32.43,45.0
1368,,,22,80.0,2.94,20.0
1369,,,28,30.0,2.996,20.0
1370,,,18,0.0,2.94,45.0
1371,,,27,0.0,2.992,30.0
1372,,,24,-15.0,2.996,45.0
1373,,,30,30.0,2.625,45.0
1374,,,19,55.0,2.94,40.0
1375,,,20,-90.0,2.22,30.0
1376,,,17,5.0,1.98,30.0
1377,,,30,-80.0,4.0,35.0
1378,,,20,-45.0,3.0,35.0
1379,,,4,10.0,0.5,25.0
1380,,,21,-100.0,2.96,45.0
1381,,,70,-90.0,8.64,30.0
1382,,,20,-40.0,2.94,15.0
1383,,,464,30.0,62.16,10.0
1384,,,23,0.0,2.96,45.0
1385,,,19,-25.0,2.775,45.0
1386,,,14,-70.0,2.5,35.0
1387,,,21,25.0,2.925,45.0
1388,,,20,-80.0,2.94,20.0
1389,,,16,-45.0,2.94,15.0
1390,,,27,40.0,4.0,45.0
1391,,,22,-20.0,2.96,50.0
1392,,,23,0.0,2.97,45.0
1393,,,21,15.0,2.925,45.0
1394,,,20,0.0,2.22,35.0
1395,,,16,25.0,2.96,40.0
1396,,,20,-5.0,2.996,40.0
1397,,,20,0.0,2.8,25.0
1398,,,21,-30.0,2.96,20.0
1399,,,22,0.0,2.88,20.0
1400,,,21,45.0,2.925,20.0
1401,,,22,45.0,2.99,25.0
1402,,,22,90.0,3.0,15.0
1403,,,21,90.0,2.96,35.0
1404,,,18,-45.0,2.52,30.0
1405,,,22,-45.0,2.96,35.0
1406,,,24,-45.0,2.88,30.0
1407,,,19,0.0,2.94,25.0
1408,,,21,45.0,2.99,35.0
1409,,,8,0.0,1.2,45.0
1410,,,20,10.0,3.0,20.0
1411,,,13,-45.0,1.24,30.0
1412,,,43,85.0,6.0,35.0
1413,,,21,0.0,3.0,15.0
1414,,,18,0.0,2.45,20.0
1415,,,18,25.0,2.38,40.0
1416,,,15,-35.0,2.4,20.0
1417,,,20,45.0,2.94,45.0
1418,,,15,-45.0,2.1,15.0
1419,,,17,-30.0,2.475,30.0
1420,,,20,25.0,2.55,15.0
1421,,,25,45.0,3.0,25.0
1422,,,20,10.0,3.0,25.0
1423,,,18,15.0,3.0,15.0
1424,,,21,10.0,2.88,25.0
1425,,,21,20.0,3.0,25.0
1426,,,18,-35.0,2.996,45.0
1427,,,25,-10.0,2.88,25.0
1428,,,49,15.0,6.72,20.0
1429,,,16,55.0,2.1,45.0
1430,,,22,0.0,2.66,45.0
1431,,,60,0.0,8.75,35.0
1432,,,21,-10.0,2.94,20.0
1433,,,18,-20.0,2.996,20.0
1434,,,22,-45.0,3.0,40.0
1435,,,24,70.0,3.0,30.0
1436,,,24,0.0,2.996,20.0
1437,,,23,-5.0,2.94,20.0
1438,,,20,-20.0,1.92,45.0
1439,,,18,0.0,2.996,20.0
1440,,,20,-10.0,2.96,25.0
1441,,,27,45.0,3.0,15.0
1442,,,20,-50.0,2.96,0.0
1443,,,24,-15.0,3.0,45.0
1444,,,17,-60.0,1.92,45.0
1445,,,22,0.0,2.94,20.0
1446,,,64,-5.0,9.0,35.0
1447,,,22,15.0,2.6,30.0
1448,,,21,15.0,3.0,30.0
1449,,,16,45.0,2.22,30.0
1450,,,24,0.0,2.88,25.0
1451,,,23,30.0,2.996,20.0
1452,,,20,0.0,2.52,35.0
1453,,,18,-45.0,3.01,35.0
1454,,,6,0.0,1.02,20.0
1455,,,21,30.0,2.96,20.0
1456,,,20,10.0,2.8,30.0
1457,,,23,0.0,2.94,20.0
1458,,,20,-40.0,3.22,20.0
1459,,,21,-40.0,2.87,30.0
1460,,,23,-50.0,2.7,20.0
1461,,,24,5.0,2.96,20.0
1462,,,20,0.0,3.0,40.0
1463,,,21,0.0,3.78,20.0
1464,,,16,35.0,2.8,30.0
1465,,,24,-90.0,3.0,35.0
1466,,,60,0.0,9.18,25.0
1467,,,20,20.0,3.0,20.0
1468,,,24,0.0,3.0,15.0
1469,,,13,0.0,2.1,45.0
1470,,,22,30.0,3.0,40.0
1471,,,20,-50.0,2.8,45.0
1472,,,30,-20.0,4.2,20.0
1473,,,18,-80.0,2.996,15.0
1474,,,17,-45.0,2.1,15.0
1475,,,23,0.0,2.72,40.0
1476,,,17,0.0,2.76,20.0
1477,,,18,20.0,2.34,45.0
1478,,,13,60.0,2.1,20.0
1479,,,22,0.0,3.0,35.0
1480,,,24,-50.0,2.7,40.0
1481,,,20,-10.0,2.996,20.0
1482,,,17,0.0,2.52,35.0
1483,,,17,0.0,2.5,30.0
1484,,,13,-85.0,2.1,20.0
1485,,,18,-30.0,2.94,25.0
1486,,,23,-30.0,2.94,20.0
